sentence,label
that manages to find greatness in the hue of its drastic iconography,1
to be mildly amusing,1
the disappointingly generic nature of the entire effort,0
an elegant visual sense and,1
quirky movie to be made from curling,1
pathetic junk,0
positive change,1
seems twice as long,0
our most flamboyant female comics,1
a chilling movie without oppressive gore .,1
"this '60s caper film is a riveting , brisk delight .",1
disguise 24/7,0
"find an enthusiastic audience among american action-adventure buffs , but the film 's interests",1
have fun with it,1
energy,1
best special effects,1
"may not be a breakthrough in filmmaking ,",0
"only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",1
"film aficionados can not help but love cinema paradiso , whether the original version or new director 's cut . '",1
", an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",1
"personable , amusing cast",1
painful to watch,0
memorable and resourceful performances,1
it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .,1
very talented,1
is likely to cause massive cardiac arrest if taken in large doses .,0
rather brilliant,1
a wonderful thing,1
establish mr. cantet as france 's foremost cinematic poet of the workplace,1
very handsomely produced let-down,0
"about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights",1
languishing,0
a terrible story,0
technically superb,1
"you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor .",1
"of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",0
"stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",0
most notable,1
"gets sillier , not scarier ,",0
", something is rotten in the state of california",0
deserves a place of honor next to nanook,1
"ignoring that , he made swimfan anyway",0
jarring shocks,1
climactic setpiece,1
avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up,1
a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work,0
ploddingly sociological commentary,0
listless sci-fi,0
"do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic",0
that seagal 's overweight and out of shape,0
", the last kiss is really all about performances .",1
"kind , unapologetic , sweetheart",1
cheapen the overall effect .,0
"of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace",1
're in luck .,1
"takes a potentially trite and overused concept ( aliens come to earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion",1
is slightly less successful than the first,0
wondering about the characters ' lives after the clever credits roll,1
just plain dumb,0
from sharing the awe in which it holds itself,0
picture-perfect life,1
pale script,0
move so easily across racial and cultural lines in the film,1
of screenwriting cliches that sink it faster than a leaky freighter,0
is too impressed with its own solemn insights to work up much entertainment value,0
offers flickering reminders of the ties that bind us,1
is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances,0
"revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style",1
was inexplicably rushed to the megaplexes before its time,0
is a whole lot of nada .,0
there 's a part of us that can not help be entertained by the sight of someone getting away with something .,1
a potentially trite and overused concept,0
"is a dark , gritty , sometimes funny little gem",1
an awful snooze .,0
caddyshack,1
it succeeds,1
"is as blasphemous and nonsensical as a luis bu uel film without the latter 's attendant intelligence , poetry , passion , and genius .",0
the picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,1
"may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form",1
it 's just a kids ' flick,0
"long on the irrelevant as on the engaging , which gradually turns what time",0
plotless collection of moronic stunts,0
is wondrously creative .,1
pleasures,1
"are immaculate ,",1
's the image that really tells the tale,1
that it ca n't really be called animation,0
no wit,0
fast-moving and cheerfully simplistic,1
of that moral favorite,1
this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,1
"like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places .",0
skillfully,1
"the director , frank novak , that keeps the film grounded in an undeniable social realism",1
i suspect that you 'll be as bored watching morvern callar as the characters are in it .,0
a summertime look-see,1
", pranks , pratfalls , dares , injuries , etc .",0
hard-won,1
beloved-major,1
"its ecological , pro-wildlife sentiments are certainly welcome",1
relied too much on convention,0
"this simple , sweet and romantic comedy",1
"a memorable experience that , like many of his works , presents weighty issues",1
a fascinating study,1
", the final effect is like having two guys yelling in your face for two hours .",0
intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix,0
that manages to show the gentle and humane side of middle eastern world politics,1
"the real star of this movie is the score , as in the songs translate well to film , and",1
